0;5;0;0
900;4;0;0
1800;3;0;0
2700;2;0;0
3600;1;0;0
4500;0,1;0;0
5400;0,5;0;0
6300;0,9;0;0
7200;1,3;0;0
8100;1,7;0;0
9000;2,1;0;0
9900;2,5;0;0
10800;2,9;0;0
11700;3,3;0;0
12600;3,7;0;0
13500;4,1;0;0
14400;4,5;0;0
15300;4,9;0;0
16200;5,3;0;0
17100;5,7;0;0
18000;6,1;0;0
18900;6,5;0;0
19800;6,9;0;0
20700;7,3;0;0
21600;7,7;0;0
22500;8,1;0;0
23400;10;0;0
24300;10;0;0
25200;10;0;0
26100;10;0;0
27000;10;0;0
27900;10;0;0
28800;10;0;0
29700;9,5;0;0
30600;9;0;0
31500;8,5;0;0
32400;8;0;0
33300;7,5;0;0
34200;7;0;0
35100;6,5;0;0
36000;6;0;0
36900;5,5;0;0
37800;5;0;0
38700;4,5;0;0
39600;4;0;0
40500;3,5;0;0
41400;3;0;0
42300;2,5;0;0
43200;5;0;0
44100;4;0;0
45000;3;0;0
45900;2;0;0
46800;1;0;0
47700;0,1;0;0
48600;0,5;0;0
49500;0,9;0;0
50400;1,3;0;0
51300;1,7;0;0
52200;2,1;0;0
53100;2,5;0;0
54000;2,9;0;0
54900;3,3;0;0
55800;3,7;0;0
56700;4,1;0;0
57600;4,5;0;0
58500;4,9;0;0
59400;5,3;0;0
60300;5,7;0;0
61200;6,1;0;0
62100;6,5;0;0
63000;6,9;0;0
63900;7,3;0;0
64800;7,7;0;0
65700;8,1;0;0
66600;10;0;0
67500;10;0;0
68400;10;0;0
69300;10;0;0
70200;10;0;0
71100;10;0;0
72000;10;0;0
72900;9,5;0;0
73800;9;0;0
74700;8,5;0;0
75600;8;0;0
76500;7,5;0;0
77400;7;0;0
78300;6,5;0;0
79200;6;0;0
80100;5,5;0;0
81000;5;0;0
81900;4,5;0;0
82800;4;0;0
83700;3,5;0;0
84600;3;0;0
85500;2,5;0;0
86400;2;0;0
